report_year,agency_jurisdiction,violent_crimes
1998,"Atlanta, GA",12624.0
1998,"Aurora, CO",1496.0
1998,"Austin, TX",3026.0
1998,"Baltimore County, MD",6104.0
1998,"Baltimore, MD",16025.0
1998,"Boston, MA",7427.0
1998,"Buffalo, NY",3485.0
1998,"Charlotte, NC",8627.0
1998,"Chicago, IL",62317.0
1998,"Cincinnati, OH",0.0
1998,"Cleveland, OH",6481.0
1998,"Columbus, OH",5401.0
1998,"Dallas, TX",15932.0
1998,"Denver, CO",2916.0
1998,"Detroit, MI",24427.0
1998,"El Paso, TX",4374.0
1998,"Fairfax County, VA",886.0
1998,"Fort Worth, TX",4329.0
1998,"Fresno, CA",4254.0
1998,"Honolulu, HI",2342.0
1998,"Houston, TX",20183.0
1998,"Indianapolis, IN",8624.0
1998,"Jacksonville, FL",8113.0
1998,"Kansas City, MO",8362.0
1998,"Las Vegas, NV",7051.0
1998,"Long Beach, CA",3697.0
1998,"Los Angeles County, CA",10270.0
1998,"Los Angeles, CA",49201.0
1998,"Louisville, KY",0.0
1998,"Memphis, TN",9057.0
1998,"Mesa, AZ",2413.0
1998,"Miami, FL",9505.0
1998,"Miami-Dade County, FL",14675.0
1998,"Milwaukee, WI",5895.0
1998,"Minneapolis, MN",5524.0
1998,"Montgomery County, MD",1838.0
1998,"Nashville, TN",8550.0
1998,"Nassau County, NY",1556.0
1998,"New Orleans, LA",6888.0
1998,"New York City, NY",85891.0
1998,"Newark, NJ",5637.0
1998,"Oakland, CA",7008.0
1998,"Oklahoma City, OK",4616.0
1998,"Omaha, NE",4841.0
1998,"Orlando, FL",4088.0
1998,"Philadelphia, PA",21226.0
1998,"Phoenix, AZ",10201.0
1998,"Pittsburgh, PA",3156.0
1998,"Portland, OR",6707.0
1998,"Prince George's County, MD",6963.0
1998,"Raleigh, NC",2116.0
1998,"Sacramento, CA",3376.0
1998,"Salt Lake City, UT",1465.0
1998,"San Antonio, TX",4969.0
1998,"San Diego, CA",8744.0
1998,"San Francisco, CA",7337.0
1998,"San Jose, CA",5155.0
1998,"Seattle, WA",4475.0
1998,"St. Louis, MO",8848.0
1998,"Suffolk County, NY",2249.0
1998,"Tampa, FL",7543.0
1998,"Tucson, AZ",4834.0
1998,"Tulsa, OK",4370.0
1998,"Virginia Beach, VA",990.0
1998,"Washington, DC",8988.0
1998,"Wichita, KS",2190.0
1999,"Albuquerque, NM",5255.0
1999,"Arlington, TX",1951.0
1999,"Atlanta, GA",11226.0
1999,"Aurora, CO",1454.0
1999,"Austin, TX",2790.0
1999,"Baltimore County, MD",6067.0
1999,"Baltimore, MD",18677.0
1999,"Boston, MA",7263.0
1999,"Buffalo, NY",3243.0
1999,"Charlotte, NC",8138.0
1999,"Chicago, IL",51347.0
1999,"Cincinnati, OH",2491.0
1999,"Cleveland, OH",6051.0
1999,"Columbus, OH",5755.0
1999,"Dallas, TX",15435.0
1999,"Denver, CO",2909.0
1999,"Detroit, MI",21976.0
1999,"El Paso, TX",4280.0
1999,"Fairfax County, VA",575.0
1999,"Fort Worth, TX",4246.0
1999,"Fresno, CA",4008.0
1999,"Honolulu, HI",2198.0
1999,"Houston, TX",21517.0
1999,"Indianapolis, IN",7714.0
1999,"Jacksonville, FL",7265.0
1999,"Kansas City, MO",7766.0
1999,"Las Vegas, NV",6133.0
1999,"Long Beach, CA",3257.0
1999,"Los Angeles County, CA",9015.0
1999,"Los Angeles, CA",46840.0
1999,"Louisville, KY",0.0
1999,"Memphis, TN",8602.0
1999,"Mesa, AZ",2132.0
1999,"Miami, FL",7861.0
1999,"Miami-Dade County, FL",12628.0
1999,"Milwaukee, WI",6061.0
1999,"Minneapolis, MN",4943.0
1999,"Montgomery County, MD",1558.0
1999,"Nashville, TN",8405.0
1999,"Nassau County, NY",1530.0
1999,"New Orleans, LA",5931.0
1999,"New York City, NY",78945.0
1999,"Newark, NJ",4867.0
1999,"Oakland, CA",5754.0
1999,"Oklahoma City, OK",4071.0
1999,"Omaha, NE",4613.0
1999,"Orlando, FL",3922.0
1999,"Philadelphia, PA",23031.0
1999,"Phoenix, AZ",10199.0
1999,"Pittsburgh, PA",3046.0
1999,"Portland, OR",6294.0
1999,"Prince George's County, MD",5925.0
1999,"Raleigh, NC",2031.0
1999,"Sacramento, CA",3084.0
1999,"Salt Lake City, UT",1258.0
1999,"San Antonio, TX",6340.0
1999,"San Diego, CA",7411.0
1999,"San Francisco, CA",6555.0
1999,"San Jose, CA",5088.0
1999,"Seattle, WA",4166.0
1999,"St. Louis, MO",7611.0
1999,"Suffolk County, NY",1953.0
1999,"Tampa, FL",6603.0
1999,"Tucson, AZ",4307.0
1999,"Tulsa, OK",4447.0
1999,"Virginia Beach, VA",1044.0
1999,"Washington, DC",8448.0
1999,"Wichita, KS",1927.0
2000,"Albuquerque, NM",5136.0
2000,"Arlington, TX",2157.0
2000,"Atlanta, GA",11583.0
2000,"Aurora, CO",1513.0
2000,"Austin, TX",3098.0
2000,"Baltimore County, MD",6176.0
2000,"Baltimore, MD",16003.0
2000,"Boston, MA",7322.0
2000,"Buffalo, NY",3657.0
2000,"Charlotte, NC",7516.0
2000,"Chicago, IL",48522.0
2000,"Cincinnati, OH",2783.0
2000,"Cleveland, OH",6041.0
2000,"Columbus, OH",5998.0
2000,"Dallas, TX",16042.0
2000,"Denver, CO",2885.0
2000,"Detroit, MI",22112.0
2000,"El Paso, TX",4396.0
2000,"Fairfax County, VA",154.0
2000,"Fort Worth, TX",3816.0
2000,"Fresno, CA",3843.0
2000,"Honolulu, HI",2302.0
2000,"Houston, TX",21491.0
2000,"Indianapolis, IN",6843.0
2000,"Jacksonville, FL",8207.0
2000,"Kansas City, MO",7181.0
2000,"Las Vegas, NV",6349.0
2000,"Long Beach, CA",3216.0
2000,"Los Angeles County, CA",9401.0
2000,"Los Angeles, CA",50241.0
2000,"Louisville, KY",0.0
2000,"Memphis, TN",9616.0
2000,"Mesa, AZ",2393.0
2000,"Miami, FL",7877.0
2000,"Miami-Dade County, FL",12604.0
2000,"Milwaukee, WI",5711.0
2000,"Minneapolis, MN",4404.0
2000,"Montgomery County, MD",1692.0
2000,"Nashville, TN",8978.0
2000,"Nassau County, NY",1462.0
2000,"New Orleans, LA",5155.0
2000,"New York City, NY",75692.0
2000,"Newark, NJ",4092.0
2000,"Oakland, CA",5038.0
2000,"Oklahoma City, OK",3951.0
2000,"Omaha, NE",3164.0
2000,"Orlando, FL",3926.0
2000,"Philadelphia, PA",22812.0
2000,"Phoenix, AZ",9754.0
2000,"Pittsburgh, PA",3267.0
2000,"Portland, OR",5698.0
2000,"Prince George's County, MD",6503.0
2000,"Raleigh, NC",2049.0
2000,"Sacramento, CA",3117.0
2000,"Salt Lake City, UT",1301.0
2000,"San Antonio, TX",7908.0
2000,"San Diego, CA",7160.0
2000,"San Francisco, CA",6499.0
2000,"San Jose, CA",4928.0
2000,"Seattle, WA",4333.0
2000,"St. Louis, MO",7936.0
2000,"Suffolk County, NY",2393.0
2000,"Tampa, FL",6381.0
2000,"Tucson, AZ",4542.0
2000,"Tulsa, OK",4411.0
2000,"Virginia Beach, VA",943.0
2000,"Washington, DC",8622.0
2000,"Wichita, KS",2081.0
2001,"Albuquerque, NM",5259.0
2001,"Arlington, TX",2129.0
2001,"Atlanta, GA",10807.0
2001,"Aurora, CO",1611.0
2001,"Austin, TX",3181.0
2001,"Baltimore County, MD",6542.0
2001,"Baltimore, MD",14799.0
2001,"Boston, MA",7361.0
2001,"Buffalo, NY",3709.0
2001,"Charlotte, NC",7775.0
2001,"Chicago, IL",46608.0
2001,"Cincinnati, OH",4007.0
2001,"Cleveland, OH",6424.0
2001,"Columbus, OH",6396.0
2001,"Dallas, TX",17776.0
2001,"Denver, CO",3074.0
2001,"Detroit, MI",20947.0
2001,"El Paso, TX",4386.0
2001,"Fairfax County, VA",249.0
2001,"Fort Worth, TX",3864.0
2001,"Fresno, CA",4096.0
2001,"Honolulu, HI",2453.0
2001,"Houston, TX",23419.0
2001,"Indianapolis, IN",7428.0
2001,"Jacksonville, FL",7388.0
2001,"Kansas City, MO",7081.0
2001,"Las Vegas, NV",7549.0
2001,"Long Beach, CA",3413.0
2001,"Los Angeles County, CA",7997.0
2001,"Los Angeles, CA",52243.0
2001,"Louisville, KY",0.0
2001,"Memphis, TN",10906.0
2001,"Mesa, AZ",2516.0
2001,"Miami, FL",7210.0
2001,"Miami-Dade County, FL",12309.0
2001,"Milwaukee, WI",5463.0
2001,"Minneapolis, MN",4101.0
2001,"Montgomery County, MD",1812.0
2001,"Nashville, TN",9059.0
2001,"Nassau County, NY",1755.0
2001,"New Orleans, LA",5877.0
2001,"New York City, NY",68173.0
2001,"Newark, NJ",3837.0
2001,"Oakland, CA",5330.0
2001,"Oklahoma City, OK",4183.0
2001,"Omaha, NE",2708.0
2001,"Orlando, FL",3685.0
2001,"Philadelphia, PA",21404.0
2001,"Phoenix, AZ",10532.0
2001,"Pittsburgh, PA",2964.0
2001,"Portland, OR",4556.0
2001,"Prince George's County, MD",7202.0
2001,"Raleigh, NC",2187.0
2001,"Sacramento, CA",3309.0
2001,"Salt Lake City, UT",1166.0
2001,"San Antonio, TX",9546.0
2001,"San Diego, CA",7405.0
2001,"San Francisco, CA",6784.0
2001,"San Jose, CA",5564.0
2001,"Seattle, WA",4150.0
2001,"St. Louis, MO",7664.0
2001,"Suffolk County, NY",2741.0
2001,"Tampa, FL",6616.0
2001,"Tucson, AZ",4823.0
2001,"Tulsa, OK",4547.0
2001,"Virginia Beach, VA",838.0
2001,"Washington, DC",9192.0
2001,"Wichita, KS",2443.0
2002,"Albuquerque, NM",4889.0
2002,"Arlington, TX",2202.0
2002,"Atlanta, GA",9969.0
2002,"Aurora, CO",1827.0
2002,"Austin, TX",3203.0
2002,"Baltimore County, MD",6531.0
2002,"Baltimore, MD",13789.0
2002,"Boston, MA",6956.0
2002,"Buffalo, NY",3757.0
2002,"Charlotte, NC",7583.0
2002,"Chicago, IL",45985.0
2002,"Cincinnati, OH",4250.0
2002,"Cleveland, OH",6364.0
2002,"Columbus, OH",6499.0
2002,"Dallas, TX",17018.0
2002,"Denver, CO",3104.0
2002,"Detroit, MI",19940.0
2002,"El Paso, TX",3892.0
2002,"Fairfax County, VA",480.0
2002,"Fort Worth, TX",4243.0
2002,"Fresno, CA",3780.0
2002,"Honolulu, HI",2601.0
2002,"Houston, TX",24958.0
2002,"Indianapolis, IN",7518.0
2002,"Jacksonville, FL",7043.0
2002,"Kansas City, MO",6054.0
2002,"Las Vegas, NV",8981.0
2002,"Long Beach, CA",3626.0
2002,"Los Angeles County, CA",8504.0
2002,"Los Angeles, CA",51695.0
2002,"Louisville, KY",0.0
2002,"Memphis, TN",10416.0
2002,"Mesa, AZ",2887.0
2002,"Miami, FL",7228.0
2002,"Miami-Dade County, FL",11901.0
2002,"Milwaukee, WI",5782.0
2002,"Minneapolis, MN",4123.0
2002,"Montgomery County, MD",1942.0
2002,"Nashville, TN",8684.0
2002,"Nassau County, NY",1783.0
2002,"New Orleans, LA",4556.0
2002,"New York City, NY",63839.0
2002,"Newark, NJ",3193.0
2002,"Oakland, CA",5661.0
2002,"Oklahoma City, OK",4214.0
2002,"Omaha, NE",2829.0
2002,"Orlando, FL",3619.0
2002,"Philadelphia, PA",20057.0
2002,"Phoenix, AZ",10223.0
2002,"Pittsburgh, PA",3794.0
2002,"Portland, OR",4512.0
2002,"Prince George's County, MD",7430.0
2002,"Raleigh, NC",1966.0
2002,"Sacramento, CA",3547.0
2002,"Salt Lake City, UT",1238.0
2002,"San Antonio, TX",9769.0
2002,"San Diego, CA",7193.0
2002,"San Francisco, CA",6059.0
2002,"San Jose, CA",4134.0
2002,"Seattle, WA",4092.0
2002,"St. Louis, MO",7499.0
2002,"Suffolk County, NY",2496.0
2002,"Tampa, FL",6289.0
2002,"Tucson, AZ",4709.0
2002,"Tulsa, OK",4323.0
2002,"Virginia Beach, VA",960.0
2002,"Washington, DC",9109.0
2002,"Wichita, KS",2368.0
2003,"Albuquerque, NM",4439.0
2003,"Arlington, TX",1863.0
2003,"Atlanta, GA",8490.0
2003,"Aurora, CO",1700.0
2003,"Austin, TX",3153.0
2003,"Baltimore County, MD",6170.0
2003,"Baltimore, MD",11183.0
2003,"Boston, MA",7173.0
2003,"Buffalo, NY",3924.0
2003,"Charlotte, NC",7194.0
2003,"Chicago, IL",39483.0
2003,"Cincinnati, OH",3656.0
2003,"Cleveland, OH",6200.0
2003,"Columbus, OH",6215.0
2003,"Dallas, TX",16865.0
2003,"Denver, CO",3531.0
2003,"Detroit, MI",18724.0
2003,"El Paso, TX",3502.0
2003,"Fairfax County, VA",648.0
2003,"Fort Worth, TX",3751.0
2003,"Fresno, CA",3505.0
2003,"Honolulu, HI",2606.0
2003,"Houston, TX",23988.0
2003,"Indianapolis, IN",7067.0
2003,"Jacksonville, FL",6729.0
2003,"Kansas City, MO",6151.0
2003,"Las Vegas, NV",9158.0
2003,"Long Beach, CA",3579.0
2003,"Los Angeles County, CA",7971.0
2003,"Los Angeles, CA",48824.0
2003,"Louisville, KY",3323.0
2003,"Memphis, TN",10312.0
2003,"Mesa, AZ",2346.0
2003,"Miami, FL",7157.0
2003,"Miami-Dade County, FL",11583.0
2003,"Milwaukee, WI",5290.0
2003,"Minneapolis, MN",4517.0
2003,"Montgomery County, MD",2115.0
2003,"Nashville, TN",8332.0
2003,"Nassau County, NY",1790.0
2003,"New Orleans, LA",4596.0
2003,"New York City, NY",59448.0
2003,"Newark, NJ",2731.0
2003,"Oakland, CA",5613.0
2003,"Oklahoma City, OK",4642.0
2003,"Omaha, NE",2627.0
2003,"Orlando, FL",3322.0
2003,"Philadelphia, PA",20620.0
2003,"Phoenix, AZ",9722.0
2003,"Pittsburgh, PA",3559.0
2003,"Portland, OR",4436.0
2003,"Prince George's County, MD",6917.0
2003,"Raleigh, NC",2004.0
2003,"Sacramento, CA",3420.0
2003,"Salt Lake City, UT",1296.0
2003,"San Antonio, TX",7252.0
2003,"San Diego, CA",7366.0
2003,"San Francisco, CA",5725.0
2003,"San Jose, CA",3378.0
2003,"Seattle, WA",3944.0
2003,"St. Louis, MO",7424.0
2003,"Suffolk County, NY",2401.0
2003,"Tampa, FL",5733.0
2003,"Tucson, AZ",4709.0
2003,"Tulsa, OK",4304.0
2003,"Virginia Beach, VA",932.0
2003,"Washington, DC",8839.0
2003,"Wichita, KS",2229.0
2004,"Albuquerque, NM",4720.0
2004,"Arlington, TX",1893.0
2004,"Atlanta, GA",7921.0
2004,"Aurora, CO",1739.0
2004,"Austin, TX",3588.0
2004,"Baltimore County, MD",6147.0
2004,"Baltimore, MD",11667.0
2004,"Boston, MA",6917.0
2004,"Buffalo, NY",3804.0
2004,"Charlotte, NC",7275.0
2004,"Chicago, IL",36863.0
2004,"Cincinnati, OH",3668.0
2004,"Cleveland, OH",6007.0
2004,"Columbus, OH",5939.0
2004,"Dallas, TX",16165.0
2004,"Denver, CO",4490.0
2004,"Detroit, MI",15913.0
2004,"El Paso, TX",3242.0
2004,"Fairfax County, VA",594.0
2004,"Fort Worth, TX",3784.0
2004,"Fresno, CA",3496.0
2004,"Honolulu, HI",2507.0
2004,"Houston, TX",23427.0
2004,"Indianapolis, IN",7067.0
2004,"Jacksonville, FL",6533.0
2004,"Kansas City, MO",6449.0
2004,"Las Vegas, NV",9783.0
2004,"Long Beach, CA",3755.0
2004,"Los Angeles County, CA",7201.0
2004,"Los Angeles, CA",42786.0
2004,"Louisville, KY",3280.0
2004,"Memphis, TN",10093.0
2004,"Mesa, AZ",2500.0
2004,"Miami, FL",6461.0
2004,"Miami-Dade County, FL",9193.0
2004,"Milwaukee, WI",4637.0
2004,"Minneapolis, MN",4726.0
2004,"Montgomery County, MD",1934.0
2004,"Nashville, TN",8615.0
2004,"Nassau County, NY",1760.0
2004,"New Orleans, LA",4467.0
2004,"New York City, NY",55688.0
2004,"Newark, NJ",2867.0
2004,"Oakland, CA",5151.0
2004,"Oklahoma City, OK",4321.0
2004,"Omaha, NE",2608.0
2004,"Orlando, FL",3562.0
2004,"Philadelphia, PA",20902.0
2004,"Phoenix, AZ",9465.0
2004,"Pittsburgh, PA",3739.0
2004,"Portland, OR",4034.0
2004,"Prince George's County, MD",7141.0
2004,"Raleigh, NC",1867.0
2004,"Sacramento, CA",4730.0
2004,"Salt Lake City, UT",1329.0
2004,"San Antonio, TX",7846.0
2004,"San Diego, CA",6774.0
2004,"San Francisco, CA",5757.0
2004,"San Jose, CA",3379.0
2004,"Seattle, WA",3798.0
2004,"St. Louis, MO",6957.0
2004,"Suffolk County, NY",2268.0
2004,"Tampa, FL",5178.0
2004,"Tucson, AZ",4873.0
2004,"Tulsa, OK",4688.0
2004,"Virginia Beach, VA",1006.0
2004,"Washington, DC",7336.0
2004,"Wichita, KS",2887.0
2005,"Albuquerque, NM",4670.0
2005,"Arlington, TX",2369.0
2005,"Atlanta, GA",7213.0
2005,"Aurora, CO",1835.0
2005,"Austin, TX",3393.0
2005,"Baltimore County, MD",5609.0
2005,"Baltimore, MD",11248.0
2005,"Boston, MA",7479.0
2005,"Buffalo, NY",3938.0
2005,"Charlotte, NC",7933.0
2005,"Chicago, IL",36050.0
2005,"Cincinnati, OH",3738.0
2005,"Cleveland, OH",6430.0
2005,"Columbus, OH",6203.0
2005,"Dallas, TX",15429.0
2005,"Denver, CO",4446.0
2005,"Detroit, MI",21274.0
2005,"El Paso, TX",2621.0
2005,"Fairfax County, VA",575.0
2005,"Fort Worth, TX",3920.0
2005,"Fresno, CA",3897.0
2005,"Honolulu, HI",2570.0
2005,"Houston, TX",23987.0
2005,"Indianapolis, IN",7948.0
2005,"Jacksonville, FL",6600.0
2005,"Kansas City, MO",6536.0
2005,"Las Vegas, NV",9530.0
2005,"Long Beach, CA",3399.0
2005,"Los Angeles County, CA",7459.0
2005,"Los Angeles, CA",31767.0
2005,"Louisville, KY",3896.0
2005,"Memphis, TN",12637.0
2005,"Mesa, AZ",2280.0
2005,"Miami, FL",6134.0
2005,"Miami-Dade County, FL",9263.0
2005,"Milwaukee, WI",6027.0
2005,"Minneapolis, MN",5472.0
2005,"Montgomery County, MD",2079.0
2005,"Nashville, TN",8982.0
2005,"Nassau County, NY",1793.0
2005,"New Orleans, LA",2090.0
2005,"New York City, NY",54623.0
2005,"Newark, NJ",2821.0
2005,"Oakland, CA",5692.0
2005,"Oklahoma City, OK",4538.0
2005,"Omaha, NE",2327.0
2005,"Orlando, FL",3801.0
2005,"Philadelphia, PA",21609.0
2005,"Phoenix, AZ",10691.0
2005,"Pittsburgh, PA",3385.0
2005,"Portland, OR",3858.0
2005,"Prince George's County, MD",8232.0
2005,"Raleigh, NC",2050.0
2005,"Sacramento, CA",5265.0
2005,"Salt Lake City, UT",1301.0
2005,"San Antonio, TX",8007.0
2005,"San Diego, CA",6603.0
2005,"San Francisco, CA",5985.0
2005,"San Jose, CA",3492.0
2005,"Seattle, WA",4109.0
2005,"St. Louis, MO",8323.0
2005,"Suffolk County, NY",2446.0
2005,"Tampa, FL",4707.0
2005,"Tucson, AZ",5048.0
2005,"Tulsa, OK",4995.0
2005,"Virginia Beach, VA",1139.0
2005,"Washington, DC",7716.0
2005,"Wichita, KS",2644.0
2006,"Albuquerque, NM",4550.0
2006,"Arlington, TX",2728.0
2006,"Atlanta, GA",7548.0
2006,"Aurora, CO",1857.0
2006,"Austin, TX",3658.0
2006,"Baltimore County, MD",5664.0
2006,"Baltimore, MD",10816.0
2006,"Boston, MA",7533.0
2006,"Buffalo, NY",3957.0
2006,"Charlotte, NC",7532.0
2006,"Chicago, IL",35363.0
2006,"Cincinnati, OH",3777.0
2006,"Cleveland, OH",7030.0
2006,"Columbus, OH",5952.0
2006,"Dallas, TX",15058.0
2006,"Denver, CO",4324.0
2006,"Detroit, MI",21391.0
2006,"El Paso, TX",2422.0
2006,"Fairfax County, VA",764.0
2006,"Fort Worth, TX",4219.0
2006,"Fresno, CA",3524.0
2006,"Honolulu, HI",2745.0
2006,"Houston, TX",24250.0
2006,"Indianapolis, IN",7689.0
2006,"Jacksonville, FL",6663.0
2006,"Kansas City, MO",6471.0
2006,"Las Vegas, NV",12931.0
2006,"Long Beach, CA",3420.0
2006,"Los Angeles County, CA",7290.0
2006,"Los Angeles, CA",30526.0
2006,"Louisville, KY",3836.0
2006,"Memphis, TN",13557.0
2006,"Mesa, AZ",2084.0
2006,"Miami, FL",5931.0
2006,"Miami-Dade County, FL",9047.0
2006,"Milwaukee, WI",7802.0
2006,"Minneapolis, MN",6374.0
2006,"Montgomery County, MD",2155.0
2006,"Nashville, TN",8565.0
2006,"Nassau County, NY",1813.0
2006,"New Orleans, LA",2255.0
2006,"New York City, NY",52086.0
2006,"Newark, NJ",2839.0
2006,"Oakland, CA",7599.0
2006,"Oklahoma City, OK",4301.0
2006,"Omaha, NE",2505.0
2006,"Orlando, FL",4300.0
2006,"Philadelphia, PA",22884.0
2006,"Phoenix, AZ",11195.0
2006,"Pittsburgh, PA",3473.0
2006,"Portland, OR",3872.0
2006,"Prince George's County, MD",6892.0
2006,"Raleigh, NC",2223.0
2006,"Sacramento, CA",5556.0
2006,"Salt Lake City, UT",1504.0
2006,"San Antonio, TX",7977.0
2006,"San Diego, CA",6391.0
2006,"San Francisco, CA",6533.0
2006,"San Jose, CA",3561.0
2006,"Seattle, WA",4152.0
2006,"St. Louis, MO",8605.0
2006,"Suffolk County, NY",2481.0
2006,"Tampa, FL",3839.0
2006,"Tucson, AZ",4580.0
2006,"Tulsa, OK",4816.0
2006,"Virginia Beach, VA",1255.0
2006,"Washington, DC",8408.0
2006,"Wichita, KS",3325.0
2007,"Albuquerque, NM",5080.0
2007,"Arlington, TX",2588.0
2007,"Atlanta, GA",8075.0
2007,"Aurora, CO",1685.0
2007,"Austin, TX",3871.0
2007,"Baltimore County, MD",5331.0
2007,"Baltimore, MD",10182.0
2007,"Boston, MA",6837.0
2007,"Buffalo, NY",3490.0
2007,"Charlotte, NC",7233.0
2007,"Chicago, IL",34936.0
2007,"Cincinnati, OH",3595.0
2007,"Cleveland, OH",6460.0
2007,"Columbus, OH",6302.0
2007,"Dallas, TX",13248.0
2007,"Denver, CO",3528.0
2007,"Detroit, MI",19690.0
2007,"El Paso, TX",2574.0
2007,"Fairfax County, VA",873.0
2007,"Fort Worth, TX",4477.0
2007,"Fresno, CA",3043.0
2007,"Honolulu, HI",2613.0
2007,"Houston, TX",24564.0
2007,"Indianapolis, IN",9841.0
2007,"Jacksonville, FL",8146.0
2007,"Kansas City, MO",8380.0
2007,"Las Vegas, NV",13641.0
2007,"Long Beach, CA",3426.0
2007,"Los Angeles County, CA",7784.0
2007,"Los Angeles, CA",27806.0
2007,"Louisville, KY",4238.0
2007,"Memphis, TN",13065.0
2007,"Mesa, AZ",2224.0
2007,"Miami, FL",6119.0
2007,"Miami-Dade County, FL",8614.0
2007,"Milwaukee, WI",8057.0
2007,"Minneapolis, MN",5580.0
2007,"Montgomery County, MD",2059.0
2007,"Nashville, TN",8513.0
2007,"Nassau County, NY",1639.0
2007,"New Orleans, LA",3451.0
2007,"New York City, NY",50453.0
2007,"Newark, NJ",2415.0
2007,"Oakland, CA",7605.0
2007,"Oklahoma City, OK",4612.0
2007,"Omaha, NE",2578.0
2007,"Orlando, FL",4269.0
2007,"Philadelphia, PA",21180.0
2007,"Phoenix, AZ",11158.0
2007,"Pittsburgh, PA",3455.0
2007,"Portland, OR",3701.0
2007,"Prince George's County, MD",6134.0
2007,"Raleigh, NC",2098.0
2007,"Sacramento, CA",5128.0
2007,"Salt Lake City, UT",1504.0
2007,"San Antonio, TX",7327.0
2007,"San Diego, CA",6332.0
2007,"San Francisco, CA",6414.0
2007,"San Jose, CA",3759.0
2007,"Seattle, WA",3667.0
2007,"St. Louis, MO",7654.0
2007,"Suffolk County, NY",2205.0
2007,"Tampa, FL",3575.0
2007,"Tucson, AZ",4103.0
2007,"Tulsa, OK",4552.0
2007,"Virginia Beach, VA",1084.0
2007,"Washington, DC",7924.0
2007,"Wichita, KS",3391.0
2008,"Albuquerque, NM",4718.0
2008,"Arlington, TX",2262.0
2008,"Atlanta, GA",7403.0
2008,"Aurora, CO",1621.0
2008,"Austin, TX",3935.0
2008,"Baltimore County, MD",4901.0
2008,"Baltimore, MD",10080.0
2008,"Boston, MA",6676.0
2008,"Buffalo, NY",3716.0
2008,"Charlotte, NC",7070.0
2008,"Chicago, IL",35789.0
2008,"Cincinnati, OH",4214.0
2008,"Cleveland, OH",6154.0
2008,"Columbus, OH",5854.0
2008,"Dallas, TX",11420.0
2008,"Denver, CO",3359.0
2008,"Detroit, MI",17982.0
2008,"El Paso, TX",2825.0
2008,"Fairfax County, VA",732.0
2008,"Fort Worth, TX",4627.0
2008,"Fresno, CA",2782.0
2008,"Honolulu, HI",2575.0
2008,"Houston, TX",24779.0
2008,"Indianapolis, IN",9735.0
2008,"Jacksonville, FL",8032.0
2008,"Kansas City, MO",6269.0
2008,"Las Vegas, NV",13324.0
2008,"Long Beach, CA",3158.0
2008,"Los Angeles County, CA",7362.0
2008,"Los Angeles, CA",26553.0
2008,"Louisville, KY",4306.0
2008,"Memphis, TN",12939.0
2008,"Mesa, AZ",2289.0
2008,"Miami, FL",5709.0
2008,"Miami-Dade County, FL",8749.0
2008,"Milwaukee, WI",7404.0
2008,"Minneapolis, MN",4779.0
2008,"Montgomery County, MD",2087.0
2008,"Nashville, TN",8365.0
2008,"Nassau County, NY",1602.0
2008,"New Orleans, LA",2869.0
2008,"New York City, NY",48430.0
2008,"Newark, NJ",2660.0
2008,"Oakland, CA",7905.0
2008,"Oklahoma City, OK",5400.0
2008,"Omaha, NE",2648.0
2008,"Orlando, FL",3829.0
2008,"Philadelphia, PA",20771.0
2008,"Phoenix, AZ",10465.0
2008,"Pittsburgh, PA",3358.0
2008,"Portland, OR",3445.0
2008,"Prince George's County, MD",5966.0
2008,"Raleigh, NC",2245.0
2008,"Sacramento, CA",4660.0
2008,"Salt Lake City, UT",1424.0
2008,"San Antonio, TX",9699.0
2008,"San Diego, CA",6047.0
2008,"San Francisco, CA",6744.0
2008,"San Jose, CA",3643.0
2008,"Seattle, WA",3447.0
2008,"St. Louis, MO",7383.0
2008,"Suffolk County, NY",2166.0
2008,"Tampa, FL",2975.0
2008,"Tucson, AZ",4252.0
2008,"Tulsa, OK",4922.0
2008,"Virginia Beach, VA",1040.0
2008,"Washington, DC",8135.0
2008,"Wichita, KS",3097.0
2009,"Albuquerque, NM",4082.0
2009,"Arlington, TX",2330.0
2009,"Atlanta, GA",6359.0
2009,"Aurora, CO",1520.0
2009,"Austin, TX",4024.0
2009,"Baltimore County, MD",4534.0
2009,"Baltimore, MD",9664.0
2009,"Boston, MA",6192.0
2009,"Buffalo, NY",3920.0
2009,"Charlotte, NC",5625.0
2009,"Chicago, IL",33501.0
2009,"Cincinnati, OH",3983.0
2009,"Cleveland, OH",5994.0
2009,"Columbus, OH",5375.0
2009,"Dallas, TX",10221.0
2009,"Denver, CO",3473.0
2009,"Detroit, MI",18094.0
2009,"El Paso, TX",2830.0
2009,"Fairfax County, VA",705.0
2009,"Fort Worth, TX",4245.0
2009,"Fresno, CA",2933.0
2009,"Honolulu, HI",2537.0
2009,"Houston, TX",25593.0
2009,"Indianapolis, IN",9759.0
2009,"Jacksonville, FL",6772.0
2009,"Kansas City, MO",6303.0
2009,"Las Vegas, NV",13039.0
2009,"Long Beach, CA",3161.0
2009,"Los Angeles County, CA",6540.0
2009,"Los Angeles, CA",24070.0
2009,"Louisville, KY",3769.0
2009,"Memphis, TN",12072.0
2009,"Mesa, AZ",2000.0
2009,"Miami, FL",4983.0
2009,"Miami-Dade County, FL",7815.0
2009,"Milwaukee, WI",6661.0
